Total consumido Coudlets;4.398715513167208E10
Coudlets averageEnergyHistoryDevice;3.054663550810561E8
Total consumido AP(AP DEVICES);28800.0
AP DEVICES averageEnergyHistoryDevice;100.0
SmartThing(0) Power;82.44
SmartThing(1) Power;82.44
SmartThing(2) Power;82.44
SmartThing(3) Power;82.44
SmartThing(0) Energy Consumed;2.9960451149955505E8
SmartThing(1) Energy Consumed;5.858878124838617E7
SmartThing(2) Energy Consumed;5.5347292959619924E7
SmartThing(3) Energy Consumed;2.6028629871451506E8
VM data transferred in migration;1664.0
getVMTransferredData / CloudSim.clock;4.594146880176698E-4
Device's network usage;2.12413128E8
deviceNetworkUsage / CloudSim.clock;58.645258972943125
Migration' network usage (total);1.8161394432085747E10
Migration' network usage (mean);2.0179327146761942E9
getNetWorkUsageInMigration / CloudSim.clock;5014.189517417379
Total network usage;1.8373807560085747E10
getNetworkUsage() / CloudSim.clock);5072.834776390322
CloudSim.clock;3622000.0
Total of migrations;9
Total of handoff;25
Different Cloudlets reached along the user's path;24
Average of without connection;1066.3185200793216
Average of without Vm;330415.3373532653
Average of delay after new Connectionl492048.8961046231
Average of Time of Migrations;128934.23086468989
Hightest Time of Migrations;132949.0307921451
Average of Downtime;19340.134629703487
Max Downtime;79134.58517803252
Tuple lost;0.05890811852395549%
Tuple lost;2870
Total tuple;4871994
