4	6976	4594	3	3	ServerCloudlet76	ServerCloudlet74	329000.0	233573.4656283577	562573.4656283577
4	10136	3919	1	2	ServerCloudlet74	ServerCloudlet99	1123000.0	219357.45068037856	1342357.4506803786
4	8536	4061	6	14	ServerCloudlet99	ServerCloudlet62	1784000.0	230264.59822694949	2014264.5982269496
4	6990	4738	7	14	ServerCloudlet62	ServerCloudlet53	2443000.0	229071.34889943842	2672071.3488994385
4	5956	5706	5	13	ServerCloudlet53	ServerCloudlet41	2986000.0	222027.79688390234	3208027.7968839025
4	7268	4709	4	13	ServerCloudlet76	ServerCloudlet77	267000.0	233498.76379458074	500498.7637945807
4	8694	4431	1	14	ServerCloudlet77	ServerCloudlet88	889000.0	224965.9202274169	1113965.9202274168
4	10478	3215	4	14	ServerCloudlet88	ServerCloudlet109	1460000.0	214700.9054130212	1674700.905413021
4	7233	4242	5	13	ServerCloudlet109	ServerCloudlet51	1991000.0	226385.3198403376	2217385.3198403376
4	7419	5631	8	14	ServerCloudlet51	ServerCloudlet89	2710000.0	234318.38496033105	2944318.384960331
4	7268	4709	4	13	ServerCloudlet76	ServerCloudlet77	267000.0	233498.76379458074	500498.7637945807
4	8694	4431	1	14	ServerCloudlet77	ServerCloudlet88	889000.0	224965.9202274169	1113965.9202274168
4	10478	3215	4	14	ServerCloudlet88	ServerCloudlet109	1460000.0	214700.9054130212	1674700.905413021
4	7233	4242	5	13	ServerCloudlet109	ServerCloudlet51	1991000.0	226385.3198403376	2217385.3198403376
4	7419	5631	8	14	ServerCloudlet51	ServerCloudlet89	2710000.0	234318.38496033105	2944318.384960331
4	6976	4594	3	3	ServerCloudlet76	ServerCloudlet74	329000.0	233573.01983520584	562573.0198352059
4	8708	4433	1	13	ServerCloudlet74	ServerCloudlet88	890000.0	219351.89497673893	1109351.8949767388
4	10478	3215	4	14	ServerCloudlet88	ServerCloudlet109	1460000.0	214701.6615279809	1674701.6615279808
4	7233	4242	5	13	ServerCloudlet109	ServerCloudlet51	1991000.0	226386.28627100165	2217386.2862710017
4	7419	5631	8	14	ServerCloudlet51	ServerCloudlet77	2710000.0	234317.5288035777	2944317.5288035776
